,name,coin,supply,mcap,price
535,Ambire AdEx,ADX,142557524,25711082,0.18036
536,Rarible,RARI,9972793,25694064,2.57642
537,Waltonchain,WTC,80746868,25649743,0.31766
538,Bridge Oracle,BRG,8002167205,25641784,0.0032
539,AMO Coin,AMO,19174109628,25640840,0.00134
540,Paris Saint-Germain Fan Token,PSG,3111216,25514026,8.20066
541,Ethernity,ERN,15726006,25418685,1.61635
542,ICHI,ICHI,4921966,25395586,5.15964
543,Gods Unchained,GODS,77356229,25280510,0.32681
544,ERC20,ERC20,1128632512,25193943,0.02232
545,rhino.fi,DVF,24147148,24900750,1.03121
546,Shiba Predator,QOM,599886333333333,24899006,0.0
547,Gas,GAS,10128375,24853368,2.45384
548,Cortex,CTXC,199936563,24820749,0.12414
549,MANTRA,OM,523292323,24789033,0.04737
550,Aion,AION,501505081,24780512,0.04941
551,Klever,KLV,3397615776,24760850,0.00729
552,MagicCraft,MCRT,1567149227,24645497,0.01573
553,Adventure Gold,AGLD,70170001,24595918,0.35052
554,Ooki Protocol,OOKI,3341351880,24493487,0.00733
555,STAKE,STAKE,8459931,24484193,2.89414
556,Shapeshift FOX Token,FOX,377154162,24398491,0.06469
557,Streamr,DATA,767121867,24359112,0.03175
558,Hydra,HYDRA,8606762,24021750,2.79103
559,PolySwarm,NCT,1546457130,23973301,0.0155
560,Firo,FIRO,11428331,23947160,2.09542
561,SOLVE,SOLVE,482324963,23918611,0.04959
562,PlatON,LAT,2881412760,23878088,0.00829
563,Newscrypto,NWC,150400834,23827338,0.15843
564,ZIMBOCASH,ZASH,1590616010,23816732,0.01497
565,FC Barcelona Fan Token,BAR,3951907,23725782,6.00363
566,Venus XVS,vXVS,224433925,23637251,0.10532
567,Elitium,EUM,27915379,23471835,0.84082
568,Keep3rV1,KP3R,200001,23350633,116.75258
569,Mithril,MITH,1000000000,23319787,0.02332
570,TerraKRW,KRT,38875282495,23073851,0.00059
571,Wilder World,WILD,94845467,22967373,0.24216
572,Time New Bank,TNB,4072568444,22943988,0.00563
573,Misbloc,MSB,199015037,22926691,0.1152
574,SelfKey,KEY,5304969446,22613570,0.00426
575,Hoge Finance,HOGE,402276464812,22566793,6e-05
576,Efinity Token,EFI,169857481,22476793,0.13233
577,1irstcoin,FST,48681740,22425563,0.46066
578,Tranchess,CHESS,82546919,22415275,0.27155
579,CUDOS,CUDOS,2843368033,22344989,0.00786
580,MAP Protocol,MAP,1755183690,22327844,0.01272
581,Deeper Network,DPR,1248593687,22327266,0.01788
582,Inflation Hedging Coin,IHC,119642987723,22307128,0.00019
583,Frontier,FRONT,97456250,22079214,0.22656
584,Kin,KIN,1907205746105,22022637,1e-05
585,Swarm,BZZ,47740494,21988984,0.46059
586,Alethea Artificial Liquid Intelligence Token,ALI,1556511091,21924202,0.01409
587,Student Coin,STC,5322747502,21647631,0.00407
588,Beam,BEAM,121576760,21620057,0.17783
589,Rook,ROOK,617636,21579069,34.93817
590,TrustSwap,SWAP,99995164,21446334,0.21447
591,Manchester City Fan Token,CITY,3508140,21326456,6.07913
592,Genopets,GENE,3993981,21278313,5.32759
593,SpookySwap,BOO,9390930,21143846,2.25152
594,Morpheus.Network,MNW,47180014,21016520,0.44545
595,QuickSwap,QUICK,327100,20960638,64.08021
596,NULS,NULS,99620739,20890760,0.2097
597,AhaToken,AHT,3388940943,20755018,0.00612
598,Maro,MARO,750524646,20634510,0.02749
599,PARSIQ,PRQ,171675032,20476783,0.11928
600,MixMarvel,MIX,4699943108,20425698,0.00435
601,Tokemak,TOKE,16314929,20422682,1.25178
602,MimbleWimbleCoin,MWC,10859584,20417469,1.88013
603,HyperDAO,HDAO,3400000000,20408108,0.006
604,Grid+,GRID,39236491,20214435,0.51519
605,DerivaDAO,DDX,26094664,20114357,0.77082
606,SuperRare,RARE,101756228,20109752,0.19763
607,VerusCoin,VRSC,70072489,19993629,0.28533
608,StaFi,FIS,60452000,19983061,0.33056
609,Gifto,GTO,999271532,19968961,0.01998
610,Bonfida,FIDA,44729964,19935939,0.4457
611,Router Protocol,ROUTE,8300854,19857821,2.39226
612,GYEN,GYEN,2733961999,19834460,0.00725
613,Somnium Space Cubes,CUBE,12500000,19609788,1.56878
614,DeRace,DERC,65820000,19381122,0.29446
615,PIVX,PIVX,69967410,19380733,0.277
616,DAD,DAD,494583232,19221388,0.03886
617,Cratos,CRTS,35002669835,19114723,0.00055
618,Drep [new],DREP,39900000,19098156,0.47865
619,Green Satoshi Token (SOL),GST,481799485,18946545,0.03932
620,SIX,SIX,273776596,18910623,0.06907
621,Voxies,VOXEL,64021081,18834613,0.29419
622,ApolloX,APX,399650392,18764039,0.04695
623,DXdao,DXD,49320,18723578,379.63459
624,Velo,VELO,1229925310,18707814,0.01521
625,Aurory,AURY,9600000,18522060,1.92938
626,Apollo Currency,APL,21165096531,18481154,0.00087
627,WaykiChain,WICC,210000000,18442260,0.08782
628,Akropolis,AKRO,5000000000,18324459,0.00366
629,SHPING,SHPING,1782433624,18314357,0.01027
630,Sperax,SPA,1300302501,18293955,0.01407
631,Covalent,CQT,254842989,17997453,0.07062
632,YIELD App,YLD,181590838,17883615,0.09848
633,GET Protocol,GET,11388258,17674997,1.55204
634,Bytom,BTM,1766079188,17669943,0.01001
635,BTSE,BTSE,4354711,17616151,4.04531
636,Energi,NRG,55763190,17420901,0.31241
637,Hermez Network,HEZ,4700000,17136978,3.64617
638,Highstreet,HIGH,12302500,17123922,1.39191
639,TABOO TOKEN,TABOO,9782678080,17020476,0.00174
640,SONM (BEP-20),SNM,44400000,16927820,0.38126
641,Zebec Protocol,ZBC,732333103,16869987,0.02304
642,Marinade Staked SOL,MSOL,498000,16865889,33.86725
643,Measurable Data Token,MDT,676157013,16805518,0.02485
644,HOPR,HOPR,212755995,16722567,0.0786
645,AirSwap,AST,150000000,16722271,0.11148
646,Xeno Token,XNO,372210897,16705303,0.04488
647,BOSAGORA,BOA,313595031,16571084,0.05284
648,Dock,DOCK,801455918,16538201,0.02064
649,Woodcoin,LOG,8035193,16487863,2.05196
650,Fusion,FSN,72480988,16400139,0.22627
651,Krypton DAO,KRD,52845638,16374909,0.30986
652,Kleros,PNK,630980856,16297684,0.02583
653,MileVerse,MVC,2289971629,16285385,0.00711
654,Vectorspace AI,VXV,43865003,16198084,0.36927
655,Dego Finance,DEGO,8607383,16133091,1.87433
656,Pluton,PLU,1852000,15959543,8.61746
657,Defigram,DFG,10000000,15935534,1.59355
658,Adappter Token,ADP,1009413460,15834011,0.01569
659,DigixDAO,DGD,73909,15793512,213.68862
660,Ultiledger,ULT,2836429509,15743736,0.00555
661,Kryll,KRL,38446598,15652940,0.40713
662,Solend,SLND,22538155,15505682,0.68797
663,Bounce Finance Governance Token,AUCTION,2083956,15417212,7.39805
664,Auto,AUTO,53003,15416304,290.8572
665,Rai Reflex Index,RAI,5237540,15271415,2.91576
666,Electric Vehicle Zone,EVZ,442733056,15186808,0.0343
667,BIDR,BIDR,225715436474,15115329,7e-05
668,Handy,HANDY,205818864,15065265,0.0732
669,Namecoin,NMC,14736400,15028636,1.01983
670,dForce,DF,430532332,14978629,0.03479
671,Haven Protocol,XHV,28504575,14945772,0.52433
672,DeXe,DEXE,5556556,14908312,2.68301
673,USDJ,USDJ,14848772,14838330,0.9993
674,MATH,MATH,114356164,14694741,0.1285
675,BASIC,BASIC,7449287997,14595156,0.00196
676,PEAKDEFI,PEAK,1354517220,14539185,0.01073
677,Valobit,VBIT,1200806964,14440802,0.01203
678,SingularityDAO,SDAO,38560574,14344527,0.372
679,Neblio,NEBL,19416075,14307438,0.73689
680,DODO,DODO,110551965,14135234,0.12786
681,pNetwork,PNT,58028876,13990401,0.24109
682,VITE,VITE,514553183,13818773,0.02686
683,RFOX,RFOX,1312000760,13721772,0.01046
684,VIDT Datalink,VIDT,49428303,13644766,0.27605
685,Quantstamp,QSP,713801947,13565097,0.019
686,DigitalBits,XDB,1398138008,13548658,0.00969
687,Suku,SUKU,178387874,13517063,0.07577
688,PRIZM,PZM,3103920799,13384226,0.00431
689,VIMworld,VEED,5566374466,13366681,0.0024
690,Arcblock,ABT,98554305,13311103,0.13506
691,AC Milan Fan Token,ACM,3141172,13090657,4.16744
692,League of Kingdoms Arena,LOKA,25100000,13054013,0.52008
693,Lattice Token,LTX,28653896,12966048,0.45251
694,Gari Network,GARI,198157535,12867459,0.06494
695,PowerPool,CVP,39850430,12816291,0.32161
696,Soda Coin,SOC,1883526984,12742632,0.00677
697,Kava Swap,SWP,33854166,12742519,0.37639
698,BitForex Token,BF,4289073705,12660815,0.00295
699,Green Satoshi Token (ETH),GST,30494036,12655238,0.41501
700,BitForex Token,BF,4289073705,12633740,0.00295
701,Revolution Populi,RVP,1200000000,12629704,0.01052
702,Mirror Protocol,MIR,77742680,12613929,0.16225
703,Star Atlas,ATLAS,2160000000,12594899,0.00583
704,Oxen,OXEN,59659068,12559523,0.21052
705,CoinPoker,CHP,274720612,12483287,0.04544
706,DEXTools,DEXT,98482116,12484938,0.12677
707,All Sports,SOC,1500000000,12283904,0.00819
708,Obyte,GBYTE,818922,12207612,14.90693
709,BabySwap,BABY,270699180,12194425,0.04505
710,Zenon,ZNN,6330750,12184032,1.92458
711,Saito,SAITO,1065408547,12108077,0.01136
712,Dora Factory,DORA,4401207,12049336,2.73773
713,BoringDAO,BOR,143642,11978678,83.39259
714,ForTube,FOR,639520000,11959549,0.0187
715,Civilization,CIV,300000000,11858429,0.03953
716,BitKan,KAN,9544673758,11854547,0.00124
717,Nimiq,NIM,9717741109,11806008,0.00121
718,AnimalGo,GOM2,966864393,11781898,0.01219
719,BSCPAD,BSCPAD,79211621,11768273,0.14857
720,LBRY Credits,LBC,654237215,11714531,0.01791
721,Rupiah Token,IDRT,173747339442,11695468,7e-05
722,MCDEX Token,MCB,1854178,11642357,6.27899
723,Wrapped NCG (Nine Chronicles Gold),WNCG,119794315,11580521,0.09667
724,Infinitecoin,IFC,90595753021,11526235,0.00013
725,Meta Apes,PEEL,69281617,11502055,0.16602
726,ZKSpace,ZKS,197440000,11499588,0.05824
727,SENSO,SENSO,70269127,11448962,0.16293
728,GameFi,GAFI,998099,11344188,11.36579
729,BioPassport Token,BIOT,1755103460,11365063,0.00648
730,Victoria VR,VR,748788381,11321590,0.01512
731,Polkadex,PDEX,7460000,11320269,1.51746
732,Cryptex Finance,CTX,3371686,11308480,3.35395
733,New BitShares,NBS,2607670560,11125056,0.00427
734,Quantum Resistant Ledger,QRL,76526709,11297166,0.14762
735,Crypterium,CRPT,81109191,11063834,0.13641
736,Sovryn,SOV,22404898,11059757,0.49363
737,AllianceBlock,ALBT,232955783,11017627,0.04729
738,Numbers Protocol,NUM,155928565,10968746,0.07034
739,TEMCO,TEMCO,3973256413,10958810,0.00276
740,PERL.eco,PERL,490938908,10927039,0.02226
741,Ambrosus,AMB,825291944,10843798,0.01314
742,WHALE,WHALE,8722083,10781784,1.23615
743,ApeSwap,BANANA,105843378,10724281,0.10132
744,Cere Network,CERE,1585541574,10682055,0.00674
745,TE-FOOD,TONE,572823686,10570231,0.01845
746,Quiztok,QTCON,5868889741,10549660,0.0018
747,Bloomzed Loyalty Club Ticket,BLCT,38000000,10405129,0.27382
748,Cream Finance,CREAM,616378,10364909,16.81583
749,Thetan Arena,THG,113584954,10333327,0.09097
750,Hiblocks,HIBS,9206678425,10319755,0.00112
751,Lossless,LSS,55572672,10294004,0.18524
752,King DAG,KDAG,54451545,10274050,0.18868
753,ELYSIA,EL,3231133910,10273213,0.00318
754,Counterparty,XCP,2613892,10260614,3.92542
755,GoChain,GO,1188886389,10216344,0.00859
756,Rubic,RBC,109000000,10177913,0.09338
757,Peercoin,PPC,27724137,10071349,0.36327
758,NFTX,NFTX,416596,10075746,24.18589
759,Solanium,SLIM,100000000,10061787,0.10062
760,ScPrime,SCP,43975152,10058091,0.22872
761,Shyft Network,SHFT,483160767,10053317,0.02081
762,Tornado Cash,TORN,1099795,10024007,9.11443
763,Position Exchange,POSI,78310927,9917218,0.12664
764,TokenClub,TCT,992439499,9881849,0.00996
765,Inter Milan Fan Token,INTER,3012237,9867540,3.27582
766,GamerCoin,GHX,453587501,9849130,0.02171
767,Aurox,URUS,521929,9846814,18.86619
768,Particl,PART,12395494,9772642,0.7884
769,Sentinel,DVPN,11086833228,9672425,0.00087
770,Vertcoin,VTC,64877847,9632729,0.14847
771,Rainicorn,RAINI,500000000,9619465,0.01924
772,Invictus Hyperion Fund,IHF,115093401,9599484,0.08341
773,Bytecoin,BCN,184066828814,9533234,5e-05
774,Pintu Token,PTU,23362132,9510554,0.40709
775,Clearpool,CPOOL,177857371,9422457,0.05298
776,Vita Inu,VINU,428151689209803,9408689,0.0
777,Swash,SWASH,376943137,9410347,0.02496
778,Huobi Pool Token,HPT,5332443148,9391696,0.00176
779,Cyclub,CYCLUB,1314294423,9349010,0.00711
780,Atletico De Madrid Fan Token,ATM,2086980,9340397,4.47556
781,ChainX,PCX,12505375,9334733,0.74646
782,Jupiter,JUP,999872297,9328227,0.00933
783,Vivid Labs,VID,166087301,9326195,0.05615
784,QASH,QASH,350000000,9309374,0.0266
785,BTU Protocol,BTU,90514216,9294717,0.10269
786,BUX Token,BUX,57904773,9264811,0.16
787,Cellframe,CELL,28644928,9243539,0.32269
788,Ariva,ARV,72553169190,9157733,0.00013
789,Gamium,GMM,9095037814,9156903,0.00101
790,AS Roma Fan Token,ASR,2163854,9102870,4.20679
791,Epic Cash,EPIC,14835596,8952236,0.60343
792,Carbon Protocol,SWTH,1592040223,8941687,0.00562
793,Shiden Network,SDN,30941332,8939424,0.28892
794,Bitcoin 2,BTC2,17954211,8877108,0.49443
795,Observer,OBSR,5587080871,8734446,0.00156
796,Dacxi,DACXI,3535828988,8695822,0.00246
797,MintMe.com Coin,MINTME,185590144,8690588,0.04683
798,GuildFi,GF,42185072,8646100,0.20496
799,Birake,BIR,105902792,8625564,0.08145
800,Birake,BIR,105902792,8625564,0.08145
801,Star Atlas DAO,POLIS,21600000,8625027,0.39931
802,Portugal National Team Fan Token,POR,2003988,8617757,4.3003
803,BEPRO Network,BEPRO,6764991106,8616002,0.00127
804,Hacken Token,HAI,474371758,8608545,0.01815
805,Callisto Network,CLO,3104773221,8583869,0.00276
806,Sylo,SYLO,2431617492,8570289,0.00352
807,FOAM,FOAM,316571950,8512823,0.02689
808,Inverse Finance,INV,93726,8490202,90.58534
809,Monavale,MONA,10414,8464523,812.80229
810,NewYork Exchange,NYE,7090060,8439458,1.19032
811,Dacxi,DACXI,3535828988,8436248,0.00239
812,Shiryo,SHIRYO,981846777310948352,8389332,0.0
813,Ternoa,CAPS,651975678,8348056,0.0128
814,Edgeware,EDG,6350167832,8336312,0.00131
815,Galatasaray Fan Token,GAL,3507572,8322453,2.37271
816,Aventus,AVT,6000000,8278120,1.37969
817,Unisocks,SOCKS,302,8234713,27267.26159
818,UniCrypt,UNCX,31828,8195094,257.48065
819,SifChain,erowan,2068754954,8166116,0.00395
820,Validity,VAL,4649039,8162676,1.75578
821,Bitball Treasure,BTRS,450000,8037236,17.86052
822,Banano,BAN,1377658514,7953995,0.00577
823,Pallapay,PALLA,743546427,7902524,0.01063
824,MILC Platform,MLT,79013040,7837283,0.09919
825,Project WITH,WIKEN,858338828,7830506,0.00912
826,Seele-N,SEELE,699592066,7811097,0.01117
827,Arianee,ARIA20,26753505,7788023,0.2911
828,Venus Reward Token,VRT,21999981080,7664929,0.00035
829,Everest,ID,116700000,7643097,0.06549
830,TNC Coin,TNC,5851183164,7641738,0.00131
831,Bitrue Coin,BTR,131421228,7576816,0.05765
832,MonkeyLeague,MBS,86815679,7541715,0.08687
833,Zynecoin,ZYN,32713186,7522893,0.22997
834,Cajutel,CAJ,1352389,7508189,5.5518
835,PKT,PKT,3347942066,7483464,0.00224
836,Diamond,DMD,3705239,7454575,2.0119
837,Bone ShibaSwap,BONE,6975300,7404306,1.0615
838,ReapChain,REAP,307700000,7364784,0.02393
839,ProBit Token,PROB,42000000,7327709,0.17447
840,XDEFI Wallet,XDEFI,55554791,7284301,0.13112
841,Mcashchain,MCASH,649521937,7274939,0.0112
842,OG Fan Token,OG,1274535,7248277,5.687
843,Wabi,WABI,99999999,7238316,0.07238
844,Crust Network,CRU,9245318,7221323,0.78108
845,mStable Governance Token: Meta (MTA),MTA,52997925,7153363,0.13497
846,Electra Protocol,XEP,17522967089,7122443,0.00041
847,Molecular Future,MOF,50000000000,7110500,0.00014
848,Era Token (Era7),ERA,46021643,7075627,0.15375
849,Monero Classic,XMC,19176436,6999640,0.36501
850,Valor Token,VALOR,20036000,6998224,0.34928
851,Receive Access Ecosystem,RAE,6184936,6987830,1.12981
852,0Chain,ZCN,48400982,6983143,0.14428
853,Grin,GRIN,98212860,6964983,0.07092
854,X World Games,XWG,1419037165,6951336,0.0049
855,Juventus Fan Token,JUV,1315932,6920318,5.25887
856,GPEX,GPX,7785806,6917474,0.88847
857,Goldfinch,GFI,6887554,6914806,1.00396
858,Lunar,LNR,784316252349198,6911483,0.0
859,#MetaHash,MHC,3455989327,6908887,0.002
860,TrustVerse,TRV,726025258,6880537,0.00948
861,Guild of Guardians,GOG,48235476,6871117,0.14245
862,AAX Token,AAB,7500005,6828545,0.91047
863,Gameswap,GSWAP,11202090,6783899,0.60559
864,MAPS,MAPS,45464271,6777384,0.14907
865,Unicly CryptoPunks Collection,UPUNK,250000000,6662968,0.02665
866,Agoras: Currency of Tau,AGRS,18000000,6632558,0.36848
867,DeFine,DFA,56181518,6629123,0.11799
868,Permission Coin,ASK,16166619298,6624158,0.00041
869,TriumphX,TRIX,5122191387,6559473,0.00128
870,Dragonchain,DRGN,370772651,6557961,0.01769
871,AntiMatter Governance Token,MATTER,31301449,6553730,0.20937
872,Town Star,TOWN,273243569,6549397,0.02397
873,Phoenix Global (new),PHB,37136775,6517386,0.1755
874,HAPI Protocol,HAPI,689817,6467613,9.37584
875,ChainGuardians,CGG,61478209,6460016,0.10508
876,SwftCoin,SWFTC,4004999999,6451426,0.00161
877,OAX,OAX,77045251,6446433,0.08367
878,GMCoin,GMCOIN,41183481,6424810,0.156
879,PearDAO,PEX,52300308,6404288,0.12245
880,Atari Token,ATRI,1481092185,6387364,0.00431
881,WeWay,WWY,303738270,6383332,0.02102
882,Revolt 2 Earn,RVLT,59815774993144,6380938,0.0
883,DeFi Land,DFL,2525158778,6374580,0.00252
884,PolkaFoundry,PKF,41801078,6358550,0.15211
885,Glitch,GLCH,79282952,6349742,0.08009
886,SIDUS,SIDUS,2536914634,6311790,0.00249
887,Pangolin,PNG,122325354,6298458,0.05149
888,Emirex Token,EMRX,27258765,6270454,0.23003
889,Impossible Finance Launchpad,IDIA,45000000,6235553,0.13857
890,pSTAKE Finance,PSTAKE,44347373,6223576,0.14034
891,Dexlab,DXL,52526786,6211396,0.11825
892,WOM Protocol,WOM,105657976,6193235,0.05862
893,ProximaX,XPX,6097456550,6184871,0.00101
894,ShareToken,SHR,2335272782,6135676,0.00263
895,StackOs,STACK,397183352,6090115,0.01533
896,O3 Swap,O3,51462642,6069359,0.11794
897,DogeBonk,DOBO,582959739166037,6065220,0.0
898,TiFi Token,TIFI,84838582249767,6062349,0.0
899,Exeedme,XED,84830976,6049389,0.07131
900,StrikeX,STRX,136008947,6036570,0.04438
901,Cashaa,CAS,819528005,5984178,0.0073
902,Santiment Network Token,SAN,63293579,5932288,0.09373
903,Argentine Football Association Fan Token,ARG,1405885,5924800,4.21428
904,e-Money,NGM,19760286,5881794,0.29766
905,Venus DAI,vDAI,274537625,5878038,0.02141
906,Forta,FORT,22595751,5816809,0.25743
907,SHILL Token,SHILL,249698934,5785693,0.02317
908,Hamster,HAM,2384230000000000,5766736,0.0
909,NFTY Network,NFTY,256258901,5756173,0.02246
910,Peony,PNY,327097554,5741241,0.01755
911,Woonkly Power,WOOP,156732023,5717780,0.03648
912,BLOCKv,VEE,3471554078,5709330,0.00164
913,OpenOcean,OOE,168903846,5692732,0.0337
914,Blocery,BLY,531272219,5677804,0.01069
915,Dfyn Network,DFYN,141326651,5651375,0.03999
916,ASTA,ASTA,2100000000,5593675,0.00266
917,Hegic,HEGIC,703727349,5584307,0.00794
918,Mysterium,MYST,20033628,5566063,0.27784
919,HyperCash,HC,45071909,5565817,0.12349
920,Kylin,KYL,270259840,5548562,0.02053
921,BigONE Token,ONE,9449081034,5511734,0.00058
922,saffron.finance,SFI,91983,5511182,59.91522
923,Ekta,EKTA,12957052,5479010,0.42286
924,Polkamarkets,POLK,80055574,5471135,0.06834
925,Tokenomy,TEN,200000000,5402806,0.02701
926,UniLend,UFT,31052564,5351164,0.17233
927,Signum,SIGNA,2130801392,5337375,0.0025
928,Opulous,OPUL,43914363,5311040,0.12094
929,Fuse Network,FUSE,55045523,5291762,0.09613
930,Era Swap,ES,997282758,5264760,0.00528
931,QuadrantProtocol,EQUAD,415437335,5230556,0.01259
932,Cirus Foundation,CIRUS,33854213,5204671,0.15374
933,LikeCoin,LIKE,1141420059,5190631,0.00455
934,Vidya,VIDYA,40053249,5170210,0.12908
935,Reflexer Ungovernance Token,FLX,193796,5167526,26.66477
936,Zano,ZANO,11313938,5143863,0.45465
937,PUTinCoin,PUT,1188750832,5140174,0.00432
938,TOKPIE,TKP,28714064,5101830,0.17768
939,LABEL Foundation,LBL,623250000,5094303,0.00817
940,Doge Dash,DOGEDASH,54046882510,5063045,9e-05
941,Poolz Finance,POOLZ,3712410,5059156,1.36277
942,vEmpire DDAO,VEMP,173684291,5045555,0.02905
943,Blockchain Brawlers,BRWL,993639792,5024867,0.00506
944,POA Network,POA,294965004,5023624,0.01703
945,PolkaBridge,PBR,64264596,4983388,0.07754
946,PAC Protocol,PAC,17069797738,4968149,0.00029
947,Tokamak Network,TON,2727340,4886762,1.79177
948,The Transfer Token,TTT,109321486,4873838,0.04458
949,DSLA Protocol,DSLA,5485811641,4851810,0.00088
950,Populous,PPT,53252246,4825249,0.09061
951,dHedge DAO,DHT,31539533,4773116,0.15134
952,Trabzonspor Fan Token,TRA,2356284,4770462,2.02457
953,Minter Network,BIP,6122574947,4716099,0.00077
954,BaaSid,BAAS,5650000000,4696660,0.00083
955,Nakamoto Games,NAKA,72360517,4693886,0.06487
956,REVV,REVV,278270642,4691336,0.01686
957,Ethereum Push Notification Service,PUSH,15287926,4649538,0.30413
958,ChangeNOW Token,NOW,84803980,4642457,0.05474
959,Newton,NEW,20571994592,4619374,0.00022
960,Vesper,VSP,8781991,4611064,0.52506
961,ETHAX,ETHAX,111358063,4605922,0.04136
962,Chainge,CHNG,110046435,4588767,0.0417
963,InsurAce,INSUR,44891926,4561167,0.1016
964,ILCOIN,ILC,860381768,4528781,0.00526
965,Stratos,STOS,20152153,4524857,0.22453
966,TouchCon,TOC,158400100,4523033,0.02855
967,Arsenal Fan Token,AFC,2003867,4486995,2.23917
968,Bloom,BLT,56642697,4484298,0.07917
969,Viberate,VIB,199635000,4471607,0.0224
970,MEET.ONE,MEETONE,1913271866,4466861,0.00233
971,Venus LTC,vLTC,4142378,4428191,1.069
972,SpiritSwap,SPIRIT,323133060,4407021,0.01364
973,Muse,MUSE,508554,4403375,8.65862
974,Mint Club,MINT,1041314412631,4385602,0.0
975,CACHE Gold,CGT,78923,4370714,55.37947
976,STEM CELL COIN,SCC,320658118,4343330,0.01355
977,Polychain Monsters,PMON,3410185,4323181,1.26773
978,Modefi,MOD,15295321,4321482,0.28254
979,RChain,REV,709469945,4296719,0.00606
980,Mobius,MOBI,517157817,4294668,0.0083
981,Plian,PI,912811508,4272226,0.00468
982,DeFi Yield Protocol,DYP,23631124,4268401,0.18063
983,BHPCoin,BHP,20177578,4257636,0.21101
984,Dovu,DOV,956157114,4209067,0.0044
985,ZooKeeper,ZOO,230067501,4191352,0.01822
986,NFT Worlds,WRLD,590840665,4183577,0.00708
987,bitCNY,BITCNY,28245600,4161139,0.14732
988,Zigcoin,ZIG,421534212,4139013,0.00982
989,Venus LINK,vLINK,30907312,4123473,0.13341
990,Crypton,CRP,6811802,4105390,0.60269
991,Fenerbahçe Token,FB,2180000,4080846,1.87195
992,BnkToTheFuture,BFT,729955635,4075775,0.00558
993,Xend Finance,XEND,119060249,4047640,0.034
994,Robonomics.network,XRT,927532,4041801,4.35759
995,Retreeb,TREEB,154000000,4035065,0.0262
996,Cardstack,CARD,2357982917,4034429,0.00171
997,Ignis,IGNIS,761143950,4019144,0.00528
998,MultiVAC,MTV,3587369426,4015016,0.00112
999,Niftyx Protocol,SHROOM,51386058,3989114,0.07763
1000,QLC Chain,QLC,240000000,3981279,0.01659
1001,Abyss,ABYSS,228664903,3973379,0.01738
1002,Bao Finance,BAO,34066471176,3941297,0.00012
1003,Juggernaut,JGN,100210416,3940855,0.03933
1004,Stronghold Token,SHX,5793905044,3934064,0.00068
1005,Raiden Network Token,RDN,66793931,3939193,0.05898
1006,Deri Protocol,DERI,166398249,3930497,0.02362
1007,FortKnoxster,FKX,149077343,3912606,0.02625
1008,v.systems,VSYS,2637671815,3902183,0.00148
1009,Carbon Credit,CCT,16988760,3899526,0.22954
1010,Lithium,LITH,2752317332,3868652,0.00141
1011,GAMEE,GMEE,360115980,3859902,0.01072
1012,GATE,GATE,536750442,3856903,0.00719
1013,Lympo,LYM,826672979,3850284,0.00466
1014,Decimal,DEL,86184149,3825189,0.04438
1015,Aidos Kuneen,ADK,25000000,3818868,0.15275
1016,EPIK Prime,EPIK,349547253,3819236,0.01093
1017,Shopping,SPI,979165,3792851,3.87356
1018,Nexus,NXS,74084647,3759374,0.05074
1019,Pawtocol,UPI,257924377,3746359,0.01453
1020,NerveNetwork,NVT,276983684,3744828,0.01352
1021,Geeq,GEEQ,26563891,3743983,0.14094
1022,Green Satoshi Token (BSC),GST,88936235,3702033,0.04163
1023,Oraichain,ORAI,2044424,3688683,1.80427
1024,Belt Finance,BELT,9550122,3664024,0.38366
1025,Govi,GOVI,15470560,3656149,0.23633
1026,Adora Token,ARA,160000000,3652686,0.02283
1027,SAFE DEAL,SFD,3998636,3633265,0.90863
1028,UFC Fan Token,UFC,1800005,3630611,2.017
1029,DeHub,DEHUB,3763157124,3617155,0.00096
1030,NFTrade,NFTD,32515910,3605424,0.11088
1031,Etherisc DIP Token,DIP,239742108,3580144,0.01493
1032,SORA,XOR,1459889,3559811,2.43841
1033,EOS Force,EOSC,964070125,3556693,0.00369
1034,CropBytes,CBX,59414003,3553871,0.05982
1035,Xaya,CHI,48462895,3553321,0.07332
1036,SafeCoin,SAFE,27735063,3505123,0.12638
1037,KARMA,KARMA,5450532381,3471067,0.00064
1038,ThreeFold,TFT,81181457,3460881,0.04263
1039,MahaDAO,MAHA,3076946,3461009,1.12482
1040,Bitcoin Private,BTCP,4785761,3457953,0.72255
1041,CONTRACOIN,CTCN,49416031,3454412,0.0699
1042,UniMex Network,UMX,9593130,3431639,0.35772
1043,Atomic Wallet Coin,AWC,10603659,3408905,0.32148
1044,Dotmoovs,MOOV,496000000,3402743,0.00686
1045,Digital Fitness,DEFIT,27991049,3386501,0.12099
1046,BOLT,BOLT,991283100,3378654,0.00341
1047,Factom,FCT,10409628,3348258,0.32165
1048,Navcoin,NAV,74201284,3343279,0.04506
1049,OTOCASH,OTO,36820604,3314075,0.09001
1050,Stakeborg DAO,STANDARD,4193541,3303293,0.78771
1051,NFT Art Finance,NFTART,25282174668987600,3287794,0.0
1052,KALM,KALM,5674845,3280929,0.57815
1053,FREEdom Coin,FREE,9938989997635,3270593,0.0
1054,Gridcoin,GRC,413565493,3259438,0.00788
1055,SafeMoon Inu,SMI,1000000000000,3245715,0.0
1056,Neighbourhoods,NHT,7972813374,3237182,0.00041
1057,Aurora,AOA,9975060788,3231675,0.00032
1058,Metaverse ETP,ETP,80641206,3231111,0.04007
